seqnames	start	end	width	strand	genoT	deltaW	ID
chr3	110715912	110884577	168666	*	cc-ww	166	blm-1-single-c9-w43-3d6_S339_.trimmed.mdup.bam
chr8	37238848	37330978	92131	*	wc-ww	77	blm-1-single-c9-w43-3d6_S339_.trimmed.mdup.bam
chr9	77096499	77299653	203155	*	ww-wc	168	blm-1-single-c9-w43-3d6_S339_.trimmed.mdup.bam
chr10	5963786	5968855	5070	*	wc-ww	55	blm-1-single-c9-w43-3d6_S339_.trimmed.mdup.bam
chr12	12486288	12595751	109464	*	ww-cc	160	blm-1-single-c9-w43-3d6_S339_.trimmed.mdup.bam
chr13	42875741	42900214	24474	*	cc-ww	165	blm-1-single-c9-w43-3d6_S339_.trimmed.mdup.bam
chr20	38743525	38842613	99089	*	ww-cc	165	blm-1-single-c9-w43-3d6_S339_.trimmed.mdup.bam
chrX	6301746	6337254	35509	*	cc-ww	139	blm-1-single-c9-w43-3d6_S339_.trimmed.mdup.bam
chrX	58532710	61222059	2689350	*	ww-cc	160	blm-1-single-c9-w43-3d6_S339_.trimmed.mdup.bam
chr1	51580594	51603518	22925	*	cc-ww	173	blm-1-single-c9-w42_.trimmed.mdup.bam
chr3	61194768	61213586	18819	*	ww-cc	168	blm-1-single-c9-w42_.trimmed.mdup.bam
chr3	121774757	121787074	12318	*	cc-ww	172	blm-1-single-c9-w42_.trimmed.mdup.bam
chr8	43821507	43823656	2150	*	wc-cc	89	blm-1-single-c9-w42_.trimmed.mdup.bam
chr8	139589807	139593868	4062	*	cc-ww	170	blm-1-single-c9-w42_.trimmed.mdup.bam
chr9	130789276	130817022	27747	*	cc-ww	169	blm-1-single-c9-w42_.trimmed.mdup.bam
chr12	62505312	62891251	385940	*	ww-wc	62	blm-1-single-c9-w42_.trimmed.mdup.bam
chr12	65008427	65498758	490332	*	wc-ww	60	blm-1-single-c9-w42_.trimmed.mdup.bam
chr15	72629727	72677268	47542	*	cc-wc	72	blm-1-single-c9-w42_.trimmed.mdup.bam
chr15	73990730	74118168	127439	*	wc-cc	71	blm-1-single-c9-w42_.trimmed.mdup.bam
chr16	31872327	32244423	372097	*	cc-ww	138	blm-1-single-c9-w42_.trimmed.mdup.bam
chr16	46736776	46808904	72129	*	ww-cc	139	blm-1-single-c9-w42_.trimmed.mdup.bam
chr19	44571684	44592598	20915	*	cc-ww	172	blm-1-single-c9-w42_.trimmed.mdup.bam
chr20	22044930	22111171	66242	*	cc-ww	173	blm-1-single-c9-w42_.trimmed.mdup.bam
chr21	14048886	14099933	51048	*	wc-cc	82	blm-1-single-c9-w42_.trimmed.mdup.bam
chr22	23279862	23293163	13302	*	ww-cc	166	blm-1-single-c9-w42_.trimmed.mdup.bam
chr1	17639244	17660436	21193	*	ww-cc	155	blm-1-single-c9-w40_.trimmed.mdup.bam
chr1	35365736	35389687	23952	*	cc-ww	160	blm-1-single-c9-w40_.trimmed.mdup.bam
chr1	145879893	145957446	77554	*	ww-cc	94	blm-1-single-c9-w40_.trimmed.mdup.bam
chr1	150133525	150190623	57099	*	cc-ww	109	blm-1-single-c9-w40_.trimmed.mdup.bam
chr2	170950949	170955335	4387	*	cc-ww	161	blm-1-single-c9-w40_.trimmed.mdup.bam
chr3	25618832	25640527	21696	*	cc-ww	168	blm-1-single-c9-w40_.trimmed.mdup.bam
chr4	116111189	116197013	85825	*	cc-ww	164	blm-1-single-c9-w40_.trimmed.mdup.bam
chr5	175732084	175797147	65064	*	ww-wc	21	blm-1-single-c9-w40_.trimmed.mdup.bam
chr5	176208609	176396080	187472	*	wc-ww	14	blm-1-single-c9-w40_.trimmed.mdup.bam
chr7	69653832	69668321	14490	*	cc-wc	79	blm-1-single-c9-w40_.trimmed.mdup.bam
chr8	139380003	139428805	48803	*	cc-ww	164	blm-1-single-c9-w40_.trimmed.mdup.bam
chr9	126304906	126331694	26789	*	ww-cc	156	blm-1-single-c9-w40_.trimmed.mdup.bam
chr11	124872434	125082733	210300	*	ww-wc	78	blm-1-single-c9-w40_.trimmed.mdup.bam
chr12	61877269	61879783	2515	*	ww-wc	61	blm-1-single-c9-w40_.trimmed.mdup.bam
chr12	63851075	64706154	855080	*	wc-ww	57	blm-1-single-c9-w40_.trimmed.mdup.bam
chr14	25739788	25766388	26601	*	cc-ww	169	blm-1-single-c9-w40_.trimmed.mdup.bam
chr14	55333913	55389325	55413	*	ww-cc	159	blm-1-single-c9-w40_.trimmed.mdup.bam
chr15	60817589	60820665	3077	*	cc-wc	74	blm-1-single-c9-w40_.trimmed.mdup.bam
chr15	72624801	72675190	50390	*	wc-cc	89	blm-1-single-c9-w40_.trimmed.mdup.bam
chr15	74106551	74184380	77830	*	cc-wc	72	blm-1-single-c9-w40_.trimmed.mdup.bam
chr15	89282905	89312297	29393	*	wc-cc	77	blm-1-single-c9-w40_.trimmed.mdup.bam
chr16	34236028	34572817	336790	*	cc-ww	145	blm-1-single-c9-w40_.trimmed.mdup.bam
chr16	46401446	46483697	82252	*	ww-cc	162	blm-1-single-c9-w40_.trimmed.mdup.bam
chr18	42741969	42807298	65330	*	cc-ww	171	blm-1-single-c9-w40_.trimmed.mdup.bam
chr20	24969591	25141677	172087	*	ww-wc	49	blm-1-single-c9-w40_.trimmed.mdup.bam
chr20	30401105	30474168	73064	*	wc-ww	45	blm-1-single-c9-w40_.trimmed.mdup.bam
chr21	13893202	13923725	30524	*	wc-cc	73	blm-1-single-c9-w40_.trimmed.mdup.bam
chrX	96318985	96406183	87199	*	ww-cc	162	blm-1-single-c9-w40_.trimmed.mdup.bam
chr1	120161832	120407508	245677	*	cc-wc	112	blm-1-single-c9-w35-3d6_S331_.trimmed.mdup.bam
chr1	148429321	148937620	508300	*	wc-ww	90	blm-1-single-c9-w35-3d6_S331_.trimmed.mdup.bam
chr2	125912771	125954239	41469	*	ww-cc	164	blm-1-single-c9-w35-3d6_S331_.trimmed.mdup.bam
chr4	55102021	55161415	59395	*	cc-ww	161	blm-1-single-c9-w35-3d6_S331_.trimmed.mdup.bam
chr11	107253406	107582826	329421	*	cc-wc	81	blm-1-single-c9-w35-3d6_S331_.trimmed.mdup.bam
chr13	29632814	29686014	53201	*	ww-cc	169	blm-1-single-c9-w35-3d6_S331_.trimmed.mdup.bam
chr15	41890772	41985972	95201	*	cc-ww	167	blm-1-single-c9-w35-3d6_S331_.trimmed.mdup.bam
chr17	21609227	22140894	531668	*	ww-wc	19	blm-1-single-c9-w35-3d6_S331_.trimmed.mdup.bam
chr17	27507714	28256744	749031	*	wc-ww	20	blm-1-single-c9-w35-3d6_S331_.trimmed.mdup.bam
chr18	6496927	6646133	149207	*	cc-ww	171	blm-1-single-c9-w35-3d6_S331_.trimmed.mdup.bam
chr19	4456910	4487167	30258	*	cc-ww	151	blm-1-single-c9-w35-3d6_S331_.trimmed.mdup.bam
chr1	121740567	122055346	314780	*	cc-wc	84	blm-1-single-c9-w33_.trimmed.mdup.bam
chr1	148691916	148986111	294196	*	wc-cc	108	blm-1-single-c9-w33_.trimmed.mdup.bam
chr2	108132858	108152116	19259	*	cc-ww	165	blm-1-single-c9-w33_.trimmed.mdup.bam
chr3	59007959	60516452	1508494	*	ww-cc	160	blm-1-single-c9-w33_.trimmed.mdup.bam
chr5	126448466	126478287	29822	*	ww-cc	171	blm-1-single-c9-w33_.trimmed.mdup.bam
chr8	77213838	77234059	20222	*	wc-cc	62	blm-1-single-c9-w33_.trimmed.mdup.bam
chr11	24783161	24844593	61433	*	ww-cc	166	blm-1-single-c9-w33_.trimmed.mdup.bam
chr11	107518485	107521467	2983	*	cc-wc	105	blm-1-single-c9-w33_.trimmed.mdup.bam
chr13	68508418	68563103	54686	*	ww-cc	170	blm-1-single-c9-w33_.trimmed.mdup.bam
chr13	83629401	83705115	75715	*	cc-ww	170	blm-1-single-c9-w33_.trimmed.mdup.bam
chr15	72430896	72503768	72873	*	ww-wc	69	blm-1-single-c9-w33_.trimmed.mdup.bam
chr15	74060419	74163817	103399	*	wc-ww	69	blm-1-single-c9-w33_.trimmed.mdup.bam
chr16	31888522	31959654	71133	*	ww-cc	120	blm-1-single-c9-w33_.trimmed.mdup.bam
chr16	46401580	46435776	34197	*	cc-ww	132	blm-1-single-c9-w33_.trimmed.mdup.bam
chr1	121502459	122528394	1025936	*	ww-wc	83	blm-1-single-c9-w31_.trimmed.mdup.bam
chr1	148576957	148968089	391133	*	wc-ww	82	blm-1-single-c9-w31_.trimmed.mdup.bam
chr2	29133246	29249766	116521	*	ww-cc	169	blm-1-single-c9-w31_.trimmed.mdup.bam
chr3	94649565	94728192	78628	*	cc-ww	172	blm-1-single-c9-w31_.trimmed.mdup.bam
chr8	43042341	43047585	5245	*	wc-cc	79	blm-1-single-c9-w31_.trimmed.mdup.bam
chr9	130751427	130831313	79887	*	wc-ww	171	blm-1-single-c9-w31_.trimmed.mdup.bam
chr10	100251570	100309916	58347	*	cc-ww	171	blm-1-single-c9-w31_.trimmed.mdup.bam
chr11	107466974	107467417	444	*	ww-wc	84	blm-1-single-c9-w31_.trimmed.mdup.bam
chr12	59807531	61937597	2130067	*	ww-wc	20	blm-1-single-c9-w31_.trimmed.mdup.bam
chr12	63842319	64470789	628471	*	wc-ww	19	blm-1-single-c9-w31_.trimmed.mdup.bam
chr15	71893121	72681808	788688	*	cc-wc	61	blm-1-single-c9-w31_.trimmed.mdup.bam
chr15	74175445	74743762	568318	*	wc-cc	61	blm-1-single-c9-w31_.trimmed.mdup.bam
chr18	6269419	6292837	23419	*	wc-ww	107	blm-1-single-c9-w31_.trimmed.mdup.bam
chrX	7090842	7095242	4401	*	ww-cc	169	blm-1-single-c9-w31_.trimmed.mdup.bam
chr1	119358928	120492825	1133898	*	ww-wc	57	blm-1-single-c9-w24-3d6_S320_.trimmed.mdup.bam
chr1	148433034	149984535	1551502	*	wc-ww	59	blm-1-single-c9-w24-3d6_S320_.trimmed.mdup.bam
chr9	130785276	130807292	22017	*	ww-cc	172	blm-1-single-c9-w24-3d6_S320_.trimmed.mdup.bam
chr11	75295365	75333827	38463	*	cc-wc	90	blm-1-single-c9-w24-3d6_S320_.trimmed.mdup.bam
chr12	22776271	22915149	138879	*	ww-cc	168	blm-1-single-c9-w24-3d6_S320_.trimmed.mdup.bam
chr15	89236929	89238905	1977	*	wc-cc	101	blm-1-single-c9-w24-3d6_S320_.trimmed.mdup.bam
chr18	29599690	29717364	117675	*	cc-ww	166	blm-1-single-c9-w24-3d6_S320_.trimmed.mdup.bam
chr22	23281167	23297723	16557	*	cc-ww	168	blm-1-single-c9-w24-3d6_S320_.trimmed.mdup.bam
chr1	118329797	118663669	333873	*	ww-wc	147	blm-1-single-c9-w19-3d6_S315_.trimmed.mdup.bam
chr1	148722721	149156352	433632	*	wc-cc	73	blm-1-single-c9-w19-3d6_S315_.trimmed.mdup.bam
chr3	144539444	144605473	66030	*	cc-ww	168	blm-1-single-c9-w19-3d6_S315_.trimmed.mdup.bam
chr5	66590968	66694747	103780	*	cc-ww	164	blm-1-single-c9-w19-3d6_S315_.trimmed.mdup.bam
chr8	77409616	77636968	227353	*	wc-cc	77	blm-1-single-c9-w19-3d6_S315_.trimmed.mdup.bam
chr9	130795655	130822465	26811	*	ww-cc	162	blm-1-single-c9-w19-3d6_S315_.trimmed.mdup.bam
chr10	70361105	70429279	68175	*	ww-cc	166	blm-1-single-c9-w19-3d6_S315_.trimmed.mdup.bam
chr11	107414588	107476368	61781	*	cc-wc	73	blm-1-single-c9-w19-3d6_S315_.trimmed.mdup.bam
chr12	62541208	62895297	354090	*	ww-cc	38	blm-1-single-c9-w19-3d6_S315_.trimmed.mdup.bam
chr12	63850042	63918105	68064	*	cc-ww	40	blm-1-single-c9-w19-3d6_S315_.trimmed.mdup.bam
chr13	46682324	46698561	16238	*	ww-cc	167	blm-1-single-c9-w19-3d6_S315_.trimmed.mdup.bam
chr15	60851371	60854085	2715	*	ww-wc	82	blm-1-single-c9-w19-3d6_S315_.trimmed.mdup.bam
chr16	34151040	34573003	421964	*	cc-ww	83	blm-1-single-c9-w19-3d6_S315_.trimmed.mdup.bam
chr16	46641742	47481088	839347	*	ww-cc	87	blm-1-single-c9-w19-3d6_S315_.trimmed.mdup.bam
chr22	23279121	23290540	11420	*	cc-ww	164	blm-1-single-c9-w19-3d6_S315_.trimmed.mdup.bam
chr1	124377293	124858347	481055	*	cc-wc	87	blm-1-single-c9-w15_.trimmed.mdup.bam
chr1	148672880	150290727	1617848	*	wc-cc	86	blm-1-single-c9-w15_.trimmed.mdup.bam
chr1	173648557	173685839	37283	*	cc-ww	169	blm-1-single-c9-w15_.trimmed.mdup.bam
chr2	35383082	35414164	31083	*	ww-cc	168	blm-1-single-c9-w15_.trimmed.mdup.bam
chr3	77216127	77292953	76827	*	cc-ww	160	blm-1-single-c9-w15_.trimmed.mdup.bam
chr3	98946908	98958406	11499	*	ww-cc	169	blm-1-single-c9-w15_.trimmed.mdup.bam
chr4	73375550	73424101	48552	*	cc-ww	170	blm-1-single-c9-w15_.trimmed.mdup.bam
chr5	21063294	21163617	100324	*	ww-cc	169	blm-1-single-c9-w15_.trimmed.mdup.bam
chr8	77405949	77407469	1521	*	wc-cc	68	blm-1-single-c9-w15_.trimmed.mdup.bam
chr9	38518222	38846744	328523	*	ww-wc	52	blm-1-single-c9-w15_.trimmed.mdup.bam
chr9	68967939	69439804	471866	*	wc-ww	57	blm-1-single-c9-w15_.trimmed.mdup.bam
chr11	51973388	54541361	2567974	*	cc-ww	156	blm-1-single-c9-w15_.trimmed.mdup.bam
chr12	61205022	61792147	587126	*	ww-wc	48	blm-1-single-c9-w15_.trimmed.mdup.bam
chr12	64874825	65412771	537947	*	wc-ww	50	blm-1-single-c9-w15_.trimmed.mdup.bam
chr13	110926996	110957630	30635	*	ww-cc	161	blm-1-single-c9-w15_.trimmed.mdup.bam
chr15	72630972	72675939	44968	*	cc-wc	98	blm-1-single-c9-w15_.trimmed.mdup.bam
chr15	74121062	74146652	25591	*	wc-cc	92	blm-1-single-c9-w15_.trimmed.mdup.bam
chr16	31957145	32457815	500671	*	ww-cc	103	blm-1-single-c9-w15_.trimmed.mdup.bam
chr16	46911292	46921471	10180	*	cc-ww	118	blm-1-single-c9-w15_.trimmed.mdup.bam
chr20	43288112	43309110	20999	*	ww-cc	162	blm-1-single-c9-w15_.trimmed.mdup.bam
chr21	14939873	15105237	165365	*	wc-ww	56	blm-1-single-c9-w15_.trimmed.mdup.bam
chrX	25779783	26225494	445712	*	cc-ww	157	blm-1-single-c9-w15_.trimmed.mdup.bam
chr1	146255060	146366502	111443	*	ww-cc	147	blm-1-single-c5-w7-3d6_S107_.trimmed.mdup.bam
chr1	148529226	148833878	304653	*	cc-ww	167	blm-1-single-c5-w7-3d6_S107_.trimmed.mdup.bam
chr2	89110778	89111583	806	*	ww-wc	32	blm-1-single-c5-w7-3d6_S107_.trimmed.mdup.bam
chr2	91576026	91592339	16314	*	wc-ww	24	blm-1-single-c5-w7-3d6_S107_.trimmed.mdup.bam
chr3	161891635	161907102	15468	*	ww-cc	167	blm-1-single-c5-w7-3d6_S107_.trimmed.mdup.bam
chr4	48703169	48863292	160124	*	cc-wc	32	blm-1-single-c5-w7-3d6_S107_.trimmed.mdup.bam
chr4	49657259	51885974	2228716	*	wc-cc	32	blm-1-single-c5-w7-3d6_S107_.trimmed.mdup.bam
chr7	57372128	57639471	267344	*	cc-wc	62	blm-1-single-c5-w7-3d6_S107_.trimmed.mdup.bam
chr7	62393333	62750961	357629	*	wc-cc	62	blm-1-single-c5-w7-3d6_S107_.trimmed.mdup.bam
chr7	69891135	69906827	15693	*	cc-wc	70	blm-1-single-c5-w7-3d6_S107_.trimmed.mdup.bam
chr8	87390396	87402412	12017	*	wc-ww	89	blm-1-single-c5-w7-3d6_S107_.trimmed.mdup.bam
chr9	38648440	38697467	49028	*	cc-wc	74	blm-1-single-c5-w7-3d6_S107_.trimmed.mdup.bam
chr9	65064633	65383670	319038	*	wc-cc	66	blm-1-single-c5-w7-3d6_S107_.trimmed.mdup.bam
chr11	125053523	125083423	29901	*	ww-wc	83	blm-1-single-c5-w7-3d6_S107_.trimmed.mdup.bam
chr12	62460880	62876703	415824	*	cc-ww	102	blm-1-single-c5-w7-3d6_S107_.trimmed.mdup.bam
chr12	63857546	64359737	502192	*	ww-cc	103	blm-1-single-c5-w7-3d6_S107_.trimmed.mdup.bam
chr12	72840126	72848714	8589	*	cc-ww	172	blm-1-single-c5-w7-3d6_S107_.trimmed.mdup.bam
chr13	19057584	19061159	3576	*	wc-cc	81	blm-1-single-c5-w7-3d6_S107_.trimmed.mdup.bam
chr15	22247067	22247959	893	*	wc-cc	92	blm-1-single-c5-w7-3d6_S107_.trimmed.mdup.bam
chr15	60806618	60812752	6135	*	cc-wc	88	blm-1-single-c5-w7-3d6_S107_.trimmed.mdup.bam
chr15	72609653	72626754	17102	*	wc-cc	76	blm-1-single-c5-w7-3d6_S107_.trimmed.mdup.bam
chr15	74064506	74106203	41698	*	cc-wc	78	blm-1-single-c5-w7-3d6_S107_.trimmed.mdup.bam
chr15	89342987	89362106	19120	*	wc-cc	85	blm-1-single-c5-w7-3d6_S107_.trimmed.mdup.bam
chr16	21327858	21504207	176350	*	cc-ww	137	blm-1-single-c5-w7-3d6_S107_.trimmed.mdup.bam
chr16	22691263	22719091	27829	*	ww-cc	135	blm-1-single-c5-w7-3d6_S107_.trimmed.mdup.bam
chr16	34274919	34571593	296675	*	cc-ww	143	blm-1-single-c5-w7-3d6_S107_.trimmed.mdup.bam
chr16	46401570	46408766	7197	*	ww-cc	162	blm-1-single-c5-w7-3d6_S107_.trimmed.mdup.bam
chr20	27424396	28558718	1134323	*	cc-wc	58	blm-1-single-c5-w7-3d6_S107_.trimmed.mdup.bam
chr20	30421747	30465411	43665	*	wc-cc	66	blm-1-single-c5-w7-3d6_S107_.trimmed.mdup.bam
chr21	13010939	13129903	118965	*	wc-ww	66	blm-1-single-c5-w7-3d6_S107_.trimmed.mdup.bam
chr22	16209523	16213431	3909	*	wc-cc	67	blm-1-single-c5-w7-3d6_S107_.trimmed.mdup.bam
chr1	148587492	149000312	412821	*	ww-cc	130	blm-1-single-c5-w6-3d6_S106_.trimmed.mdup.bam
chr3	32611671	32697468	85798	*	ww-cc	169	blm-1-single-c5-w6-3d6_S106_.trimmed.mdup.bam
chr3	62800125	62886998	86874	*	cc-ww	165	blm-1-single-c5-w6-3d6_S106_.trimmed.mdup.bam
chr9	130770880	130822905	52026	*	cc-ww	166	blm-1-single-c5-w6-3d6_S106_.trimmed.mdup.bam
chr10	58221321	58233701	12381	*	cc-ww	157	blm-1-single-c5-w6-3d6_S106_.trimmed.mdup.bam
chr10	64328666	65029751	701086	*	ww-cc	158	blm-1-single-c5-w6-3d6_S106_.trimmed.mdup.bam
chr14	103002267	103029353	27087	*	cc-ww	150	blm-1-single-c5-w6-3d6_S106_.trimmed.mdup.bam
chr15	60727603	60819888	92286	*	cc-wc	90	blm-1-single-c5-w6-3d6_S106_.trimmed.mdup.bam
chr15	89331830	89356496	24667	*	wc-cc	89	blm-1-single-c5-w6-3d6_S106_.trimmed.mdup.bam
chr22	23289748	23336415	46668	*	ww-cc	165	blm-1-single-c5-w6-3d6_S106_.trimmed.mdup.bam
chr1	119868035	120450745	582711	*	ww-wc	54	blm-1-single-c5-w5-3d6_S105_.trimmed.mdup.bam
chr1	148398813	150306366	1907554	*	wc-ww	53	blm-1-single-c5-w5-3d6_S105_.trimmed.mdup.bam
chr3	82124634	82273540	148907	*	cc-ww	167	blm-1-single-c5-w5-3d6_S105_.trimmed.mdup.bam
chr5	30439857	30661862	222006	*	cc-ww	171	blm-1-single-c5-w5-3d6_S105_.trimmed.mdup.bam
chr6	157257444	157273002	15559	*	cc-ww	172	blm-1-single-c5-w5-3d6_S105_.trimmed.mdup.bam
chr12	89403212	89437956	34745	*	cc-ww	164	blm-1-single-c5-w5-3d6_S105_.trimmed.mdup.bam
chr14	102059165	102221539	162375	*	cc-wc	76	blm-1-single-c5-w5-3d6_S105_.trimmed.mdup.bam
chr15	89323229	89370753	47525	*	wc-cc	82	blm-1-single-c5-w5-3d6_S105_.trimmed.mdup.bam
chr16	46401283	46401402	120	*	cc-ww	135	blm-1-single-c5-w5-3d6_S105_.trimmed.mdup.bam
chr19	35784319	35789521	5203	*	ww-cc	169	blm-1-single-c5-w5-3d6_S105_.trimmed.mdup.bam
chr20	40649274	40682526	33253	*	cc-ww	167	blm-1-single-c5-w5-3d6_S105_.trimmed.mdup.bam
chr1	117951289	118103682	152394	*	cc-ww	136	blm-1-single-c5-w47-3d6_S147_.trimmed.mdup.bam
chr3	53164823	53228632	63810	*	cc-ww	163	blm-1-single-c5-w47-3d6_S147_.trimmed.mdup.bam
chr3	162977983	163174102	196120	*	ww-cc	164	blm-1-single-c5-w47-3d6_S147_.trimmed.mdup.bam
chr6	19056164	19152242	96079	*	cc-ww	164	blm-1-single-c5-w47-3d6_S147_.trimmed.mdup.bam
chr7	65419997	66352436	932440	*	cc-wc	18	blm-1-single-c5-w47-3d6_S147_.trimmed.mdup.bam
chr7	66705537	67116996	411460	*	wc-cc	21	blm-1-single-c5-w47-3d6_S147_.trimmed.mdup.bam
chr8	77228146	77379836	151691	*	wc-ww	84	blm-1-single-c5-w47-3d6_S147_.trimmed.mdup.bam
chr11	107254126	107503635	249510	*	ww-wc	90	blm-1-single-c5-w47-3d6_S147_.trimmed.mdup.bam
chr15	94543217	94571534	28318	*	ww-wc	58	blm-1-single-c5-w47-3d6_S147_.trimmed.mdup.bam
chr18	73787173	73843602	56430	*	ww-cc	134	blm-1-single-c5-w47-3d6_S147_.trimmed.mdup.bam
chr1	124981905	125179681	197777	*	cc-wc	98	blm-1-single-c5-w45-3d6_S145_.trimmed.mdup.bam
chr1	148700074	149074834	374761	*	wc-cc	103	blm-1-single-c5-w45-3d6_S145_.trimmed.mdup.bam
chr3	153207022	153260620	53599	*	cc-ww	171	blm-1-single-c5-w45-3d6_S145_.trimmed.mdup.bam
chr9	130745826	130841252	95427	*	cc-ww	164	blm-1-single-c5-w45-3d6_S145_.trimmed.mdup.bam
chr15	60824614	60878613	54000	*	ww-wc	86	blm-1-single-c5-w45-3d6_S145_.trimmed.mdup.bam
chr15	72623636	72675071	51436	*	wc-ww	94	blm-1-single-c5-w45-3d6_S145_.trimmed.mdup.bam
chr15	74111605	74126996	15392	*	ww-wc	98	blm-1-single-c5-w45-3d6_S145_.trimmed.mdup.bam
chr15	89344516	89352702	8187	*	wc-ww	98	blm-1-single-c5-w45-3d6_S145_.trimmed.mdup.bam
chr16	33978973	34581252	602280	*	ww-cc	145	blm-1-single-c5-w45-3d6_S145_.trimmed.mdup.bam
chr16	46400445	46654842	254398	*	cc-ww	145	blm-1-single-c5-w45-3d6_S145_.trimmed.mdup.bam
chr20	25502664	27295464	1792801	*	cc-wc	46	blm-1-single-c5-w45-3d6_S145_.trimmed.mdup.bam
chr20	31071751	31491831	420081	*	wc-cc	44	blm-1-single-c5-w45-3d6_S145_.trimmed.mdup.bam
chr21	14237026	14237567	542	*	wc-cc	71	blm-1-single-c5-w45-3d6_S145_.trimmed.mdup.bam
chr22	23285676	23291720	6045	*	ww-cc	165	blm-1-single-c5-w45-3d6_S145_.trimmed.mdup.bam
chrX	88157731	88318908	161178	*	cc-ww	171	blm-1-single-c5-w45-3d6_S145_.trimmed.mdup.bam
chr1	26424066	26468516	44451	*	ww-cc	167	blm-1-single-c5-w43-3d6_S143_.trimmed.mdup.bam
chr1	40708446	40726667	18222	*	cc-ww	172	blm-1-single-c5-w43-3d6_S143_.trimmed.mdup.bam
chr1	124772521	124911909	139389	*	ww-wc	89	blm-1-single-c5-w43-3d6_S143_.trimmed.mdup.bam
chr1	148578821	149432531	853711	*	wc-ww	99	blm-1-single-c5-w43-3d6_S143_.trimmed.mdup.bam
chr4	122038859	122055436	16578	*	ww-cc	172	blm-1-single-c5-w43-3d6_S143_.trimmed.mdup.bam
chr4	184474318	184474447	130	*	cc-ww	167	blm-1-single-c5-w43-3d6_S143_.trimmed.mdup.bam
chr5	127874057	127889744	15688	*	cc-ww	167	blm-1-single-c5-w43-3d6_S143_.trimmed.mdup.bam
chr6	60985087	60998002	12916	*	cc-ww	167	blm-1-single-c5-w43-3d6_S143_.trimmed.mdup.bam
chr6	161656572	161679271	22700	*	ww-cc	168	blm-1-single-c5-w43-3d6_S143_.trimmed.mdup.bam
chr8	71726201	71730494	4294	*	wc-cc	87	blm-1-single-c5-w43-3d6_S143_.trimmed.mdup.bam
chr9	65648773	66162429	513657	*	ww-cc	129	blm-1-single-c5-w43-3d6_S143_.trimmed.mdup.bam
chr11	125075300	125088947	13648	*	ww-wc	80	blm-1-single-c5-w43-3d6_S143_.trimmed.mdup.bam
chr12	62293655	62689500	395846	*	ww-cc	46	blm-1-single-c5-w43-3d6_S143_.trimmed.mdup.bam
chr12	63841658	64773127	931470	*	cc-ww	44	blm-1-single-c5-w43-3d6_S143_.trimmed.mdup.bam
chr13	22852255	22897370	45116	*	cc-ww	166	blm-1-single-c5-w43-3d6_S143_.trimmed.mdup.bam
chr15	72629955	72671049	41095	*	ww-wc	90	blm-1-single-c5-w43-3d6_S143_.trimmed.mdup.bam
chr15	74064682	74064924	243	*	wc-ww	83	blm-1-single-c5-w43-3d6_S143_.trimmed.mdup.bam
chr16	31780483	32002583	222101	*	ww-cc	125	blm-1-single-c5-w43-3d6_S143_.trimmed.mdup.bam
chr17	26779587	26882290	102704	*	ww-cc	11	blm-1-single-c5-w43-3d6_S143_.trimmed.mdup.bam
chr17	26885779	27378373	492595	*	cc-ww	10	blm-1-single-c5-w43-3d6_S143_.trimmed.mdup.bam
chr20	56123492	56191026	67535	*	cc-ww	170	blm-1-single-c5-w43-3d6_S143_.trimmed.mdup.bam
chr21	23069696	23170769	101074	*	cc-ww	170	blm-1-single-c5-w43-3d6_S143_.trimmed.mdup.bam
chr22	48151492	48205148	53657	*	cc-ww	164	blm-1-single-c5-w43-3d6_S143_.trimmed.mdup.bam
chrX	125235143	125297128	61986	*	ww-cc	169	blm-1-single-c5-w43-3d6_S143_.trimmed.mdup.bam
chr1	40722003	40738117	16115	*	ww-cc	170	blm-1-single-c5-w42-3d6_S142_.trimmed.mdup.bam
chr1	116472718	116497802	25085	*	cc-ww	172	blm-1-single-c5-w42-3d6_S142_.trimmed.mdup.bam
chr1	146014057	146421249	407193	*	ww-cc	83	blm-1-single-c5-w42-3d6_S142_.trimmed.mdup.bam
chr1	148435779	148958504	522726	*	cc-ww	109	blm-1-single-c5-w42-3d6_S142_.trimmed.mdup.bam
chr2	231352464	231358145	5682	*	ww-cc	171	blm-1-single-c5-w42-3d6_S142_.trimmed.mdup.bam
chr3	159026280	159063520	37241	*	cc-ww	167	blm-1-single-c5-w42-3d6_S142_.trimmed.mdup.bam
chr3	184272309	184286308	14000	*	ww-cc	171	blm-1-single-c5-w42-3d6_S142_.trimmed.mdup.bam
chr4	104579239	104617498	38260	*	cc-ww	170	blm-1-single-c5-w42-3d6_S142_.trimmed.mdup.bam
chr5	174299698	174316698	17001	*	ww-cc	169	blm-1-single-c5-w42-3d6_S142_.trimmed.mdup.bam
chr6	168361664	168367371	5708	*	ww-wc	80	blm-1-single-c5-w42-3d6_S142_.trimmed.mdup.bam
chr7	57601137	57643257	42121	*	ww-wc	28	blm-1-single-c5-w42-3d6_S142_.trimmed.mdup.bam
chr7	58089737	60310841	2221105	*	wc-ww	25	blm-1-single-c5-w42-3d6_S142_.trimmed.mdup.bam
chr8	75946076	76229802	283727	*	cc-wc	48	blm-1-single-c5-w42-3d6_S142_.trimmed.mdup.bam
chr8	78553679	78778658	224980	*	wc-cc	43	blm-1-single-c5-w42-3d6_S142_.trimmed.mdup.bam
